,question,relevant_documents_from_dense_retrieval
43,מדוע מושם דגש על ניתוח מערכות ובסיסי נתונים בלימודי הנדסת מערכות מידע?,"[Document(id='d664de0f-7f11-43b3-8690-c90261f9dc20', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content='�זיות של פיתוח מערכות וניתוח נתונים. לאור זאת פיתחה המחלקה שתי תוכניות לימוד\nשמטרתן להקנות מיומנויות אלו.\nתכנית הלימודים להנדסת מערכות מידע מספקת לתלמידים עקרונות וטכניקות המהוות בסיס ידע עיקרי\nלאנשי מקצוע במגוון תפקידים במערכות מידע ממוחשבות בסביבה'), Document(id='33d77d21-c58c-4a33-a7aa-c9f93fa6c8d4', metadata={'source': '372-2025.pdf', 'start_index': 1910}, page_content='גוון תפקידים במערכות מידע ממוחשבות בסביבה הטכנולוגית המודרנית. הלימודים\nבתחום המקצועי של הנדסת מערכות מידע כוללים נושאים יסודיים בתחומים שונים כגון: תכנות, ניתוח\nועיצוב מערכות ובסיסי נתונים וכן קורסים הקשורים לטכנולוגיות מידע מתקדמות כגון: אחזו'), Document(id='1f73283c-5770-4014-975a-e4924cdf57ff', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content='רים לטכנולוגיות מידע מתקדמות כגון: אחזור מידע, כריית\nנתונים, אבטחת מידע, מערכות מידע רפואיות, בסיסי נתונים מבוזרים, בינה מלאכותית, למידת מכונה\nועוד. בוגר הנדסת מערכות מידע עשוי למלא תפקידים מגוונים בתחום, כגון: אפיון צרכי מחשוב של ארגונים,\nניתוח ו�'), Document(id='e6d93436-0a76-4ba3-a489-e216c77f3a7a', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content='קי אדם מחשב, מערכות מידע ברפואה, לוחמת מידע\nמנועי חיפוש ומערכות המלצה, בסיסי נתונים, big-data\nניתוח וקבלת החלטות במערכות מידע, מידול מערכות מידע, ויזואליזציה\nפרטיות אלקטרונית\nתנאי קבלה\nזכאים להירשם לתוכנית התואר השני בהנדסת מערכות מידע, בעלי תואר ראשון ממו�')]"
44,מהו היקף נקודות הזכות הנדרש לסיום התואר בהנדסת מערכות מידע?,"[Document(id='adef9407-7298-476d-84f9-220e04eaf1ca', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content='�וון בתעשייה או\nבצבא. התנאים שתוארו לעיל הם תנאי סף להרשמה במקרה השכיח; וועדת הקבלה של התואר רשאית לדרוש\nעמידה בתנאים נוספים, כגון מדרג המועמד ביחס לבוגרים אחרים שלמדו לאותו תואר, ניסיון מקצועי של\nהמועמד ועוד.\nא. מבנה הלימודים :\nלימודי התואר השני באבטחת המרח'), Document(id='e7a1d2cf-7294-4ef1-9f5f-bf0ccdd5d941', metadata={'source': '372-2025.pdf', 'start_index': 50982}, page_content='ן, המועמד עשוי להיות מוזמן לראיון בפני חברי הוועדה וחברי סגל נוספים, ובהם המנחה המיועד .\n39\n דרישות הלימודים\nבנוסף על הכתוב בתקנון האקדמי הנ""ל, להלן דרישות הלימודים במסגרת המחלקה:\n• לימודי השלמה: מועמד שאין לו תואר שני בהנדסת מערכות תוכנה ומידע עשוי להיד'), Document(id='91785f76-065a-436b-b912-d139fbfdc415', metadata={'source': '367-2025.pdf', 'start_index': 21478}, page_content='קבעות באופן פרטני בהתייעצות עם המנחה המיועד כך שיטיבו באופן\nהמירבי עם הצרכים האקדמיים של אותו תלמיד/ה.\nצבירת נקודות זכות\nתלמיד לתואר שני בהנדסה ביורפואית חייב לצבור 36 נקודות בלימודי מוסמכים: תכנית הלימודים כוללת לימודים\nבהיקף של 21 נק""ז ותזה בהיקף של 15 נק""ז .')]"
45,כיצד התכנית מטפלת בנושאים של כריית נתונים ובינה מלאכותית?,"[Document(id='c2ae518f-64a4-4266-9b72-4f016113a1a7', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content=' מיטבית מערכות ניתוח נתונים ולרתום את טכנולוגית מדעי הנתונים כדי\nלהפיק את המרב מהנתונים הרבים שנאגרים במערכות מידע ארגוניות וציבוריות. לימודי התואר עונים על\nהצורך העולה באנשי מקצוע בתחומים של Big Data, הנדסת הנתונים וכריית מידע בארץ ובעולם .\nתכנית הלימודים מס�'), Document(id='31c52cf2-cf26-4c81-b325-a2077a47933d', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content='�ום זה הפך עם\nהשנים לגורם מכריע בסביבה התחרותית ומשמש את כל הרבדים בארגון, החל בהחלטות תפעוליות\nוכלה בשיפור התכנון האסטרטגי. הלימודים עונים על צורך ברור של המשק באנשי מקצוע בתחומיםה -\nBig Data , הנדסת נתונים, מדעי הנתונים, מערכות לומדות וכריית מידע.\nאוניברסי�'), Document(id='a83489a3-0caf-475d-b7d6-eb63af0a1c04', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content='�וע המוטיבציה של הסטודנטים להבין את המושגים התיאורטיים המופשטים\nמתחזקת מאד כאשר הם נחשפים ליישומים בתחום. המגמה נערכה בצורה כזו שתביא לאיזון בין שלושת\nההיבטים הבאים: שיטות חישוביות, טכנולוגיות מידע, והיבטי ניהול .\nבמסגרת פרויקט הגמר, הסטודנטים יתמודדו עם ב')]"
46,כיצד בנוי הפרויקט המסכם בשנה הרביעית להנדסת מערכות מידע?,"[Document(id='a9d9fb6b-c999-4db1-bd94-cd71dc72b93e', metadata={'source': '362-2025.pdf', 'start_index': -1}, page_content='נות אוטומטיות.\nמסלול הבקרה, מכטרוניקה ורובוטיקה מכשיר מהנדסי מכונות עם התמחות בתחום הבקרה. התלמידים\nלומדים את עקרונות התכנון של מערכות בקרה, משלב התכנון ועד שלב המימוש על ידי מערכות מיקרו-\nמחשב. המסלול שם דגש על מערכות רובוטיות. במסגרת זו התלמידים לומדי�'), Document(id='a683299f-2e77-4dbe-a46b-4e8b314e9248', metadata={'source': '372-2025.pdf', 'start_index': 25513}, page_content=' השתתפותם בתכנית.\n22\n 3.5 התכנית להנדסת תוכנה\nמטרת התוכנית להנדסת תוכנה הינה להכשיר אנשי תוכנה בעלי השכלה רחבה בתחומים החשובים בתעשיית\nהתוכנה, החל משיטות לאפיון, מידול, ובנייה של מערכות תוכנה גדולות, וכלה בתחומי ידע כגון אבטחת מידע,\nתקשורת מחשבים, בס'), Document(id='6f092779-f0da-4cb8-aee9-127b0b650908', metadata={'source': '374-2025.pdf', 'start_index': -1}, page_content='�רנית תוך שימוש באלמנטים סופיים ובמחשב. ממהנדס.ת המבנים נדרשת\nיכולת המאפשרת לו.ה לבצע סינתזה של כל הידע שרכש.ה כדי לתכנן בפועל מבנים שונים .\nתחום ניהול הבנייה מבוסס על אינטראקציה של מערכות שירות שונות, הדורשת ידע בסיסי בהנדסת מבנים\nוידע בניהול הבנייה. ה�')]"
47,מדוע עודדת המחלקה לסטודנטים להמשיך ללימודים לתארים מתקדמים?,"[Document(id='53ad1443-dde2-4564-814d-6c7535dda2e1', metadata={'source': '366-2025.pdf', 'start_index': -1}, page_content='�ר מתקדמיםע""ש קרייטמן.\nהמסלול המשולב לדוקטורט\nהמסלול מיועד לתלמידי תואר שני פעילים ביחידה להנדסה גרעינית, ה נמצאים בשלבי מחקר מתקדמים וכן הגיעו\nלהישגים נאותים בלימודים, אשר לדעת המנחה יש מקום להרחיב את עבודת הגמר שלהם לדוקטורט. במידה\nוהמנחה ימליץ על כך וי'), Document(id='6e255da2-5591-40cd-8a9e-59aa00dfae50', metadata={'source': '364-2025.pdf', 'start_index': 44977}, page_content=' לדוקטורט, המיועד לתלמידים מצטיינים בשנה השנייה ללימודי תואר שני בהתמחויות עם\nתזה, ומאפשר להתקבל בהמלצת המנחה ללימודי דוקטורט בעודם נמצאים בשלבי מחקר מתקדמים, אם הוכיחו יכולת\nמחקרית בולטת ואם מחקרם ניתן להרחבה לעבודת דוקטורט מבחינת התוכן, המקוריות'), Document(id='68ad2378-f453-44e5-b251-9fa70e8c59b1', metadata={'source': '374-2025.pdf', 'start_index': 41402}, page_content=' הינה לאחר סגירת התואר הראשון, הקורסים שעבורם קיבל.ה פטור בתואר\nראשון לא יוכרו לתארים אחרים .\n27\n מסלול קש״ת במחלקה להנדסה אזרחית וסביבתית\nמטרות המסלול:\nמסלול קש""ת )קיצור ושילוב תארים( מאפשר לתלמידי.ות המחלקה להנדסה אזרחית וסביבתית, המעוניינים.ות\nלהמשיך ללימודי תואר')]"
48,אילו רקעים אקדמיים מתאימים לתכנית בהנדסת נתונים?,[]
49,מהי חשיבות למידת המכונה עבור מהנדסי מערכות מידע?,"[Document(id='1f73283c-5770-4014-975a-e4924cdf57ff', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content='רים לטכנולוגיות מידע מתקדמות כגון: אחזור מידע, כריית\nנתונים, אבטחת מידע, מערכות מידע רפואיות, בסיסי נתונים מבוזרים, בינה מלאכותית, למידת מכונה\nועוד. בוגר הנדסת מערכות מידע עשוי למלא תפקידים מגוונים בתחום, כגון: אפיון צרכי מחשוב של ארגונים,\nניתוח ו�'), Document(id='a683299f-2e77-4dbe-a46b-4e8b314e9248', metadata={'source': '372-2025.pdf', 'start_index': 25513}, page_content=' השתתפותם בתכנית.\n22\n 3.5 התכנית להנדסת תוכנה\nמטרת התוכנית להנדסת תוכנה הינה להכשיר אנשי תוכנה בעלי השכלה רחבה בתחומים החשובים בתעשיית\nהתוכנה, החל משיטות לאפיון, מידול, ובנייה של מערכות תוכנה גדולות, וכלה בתחומי ידע כגון אבטחת מידע,\nתקשורת מחשבים, בס'), Document(id='b9cad8c7-7855-4915-b410-0433ea411472', metadata={'source': '372-2025.pdf', 'start_index': 12106}, page_content='ארגון כדי לשלב ""בינה מלאכותית"" בהתנהלות של הארגון. הלימודים במגמה זו\nנועדה לענות על צרכי ארגונים רבים בתחום זה.\nמגמה זו פותחה במיוחד לתלמידי הנדסת מערכות מידע ותלווה במספר גדול של דוגמאות מעשיות\nבתחום לימודיהם. כידוע המוטיבציה של הסטודנטים להבין את המושג')]"
50,מדוע הביקוש לבוגרי המחלקה להנדסת ביוטכנולוגיה גדל בשנים האחרונות?,[]
51,אילו תחומי מחקר מעודדת המחלקה להנדסת ביוטכנולוגיה?,[]
52,מהי מטרת התוכנית לתואר ראשון בהנדסת ביוטכנולוגיה?,[]
53,כיצד משלבים סטודנטים בהנדסת ביוטכנולוגיה בין מחקר עצמאי לעבודה בתעשייה?,[]
54,אילו קורסים ייחודיים מוצעים לסטודנטים בהנדסת ביוטכנולוגיה?,[]
55,מהם כיווני הקריירה הפתוחים בפני בוגרי הנדסת ביוטכנולוגיה?,[]
56,כיצד מתבטאת הגישה הבין-תחומית בהנדסת ביוטכנולוגיה?,[]
57,כיצד מתייחסת התוכנית למפגעים סביבתיים במסגרת הביוטכנולוגיה?,[]
58,אילו כלים רוכשים הסטודנטים כדי לעסוק בהנדסה גנטית או תרפיה תאית?,"[Document(id='8a42a535-7e54-4fa7-b4de-2f02a4f1a32f', metadata={'source': '363-2025.pdf', 'start_index': 1712}, page_content='דסי\nכימיה.\nמסלול לאנרגיה מים וטכנולוגיות מתקדמות\nהמודעות לאספקטים סביבתיים של הנדסה כימית הולכת ועולה וכך גם העניין בטכנולוגיות ירוקות.\nהמסלול יחשוף את הסטודנטים לנעשה בתחום של אנרגיה ומים.\nמסלול לביו-חומרים\nבוגרים רבים של המחלקה משתלבים בתעשיות ה')]"
59,כיצד מעודד המחקר במחלקה שימוש בטכנולוגיות חדשניות?,[]
60,מהו תחום העיסוק המרכזי של מהנדס ביורפואי?,"[Document(id='037ec017-352c-41bc-99ce-e439f16504e0', metadata={'source': '362-2025.pdf', 'start_index': 17291}, page_content='36214754 דינמיקה ואוירודינמיקה של כלי טייס\nמסלול התמחות 4: מערכות תרמיות\nבמסלול זה נחשפים התלמידים לתחום האנרגיה, שהוא אחד התחומים הקלאסיים וגם האקטואליים ביותר\nבהנדסת מכונות. בהתאם לכך, המסלול מתבסס על הידע שנרכש בקורסי החובה, בעיקר בתרמודינמיקה\nומעבר חום, ומקנ')]"
61,אילו אתגרים חדשים נוצרו בזכות התפתחות המחשוב והרובוטיקה ברפואה?,"[Document(id='4312bdf6-0d83-4eb3-b942-704aa93b2edc', metadata={'source': '367-2025.pdf', 'start_index': -1}, page_content='לים\nהנדסיים על מנת לענות על שאלות רבות שנותרו בלתי פתורות מאז ראשית האנושות. מחשבי-על בעלי מהירות חישוב עצומה\nויכולת ניהול נתונים ללא תקדים, מיפוי הגנום האנושי, ממשקים אל המוח האנושי, ננו -טכנולוגיה המאפשרת מזעור של\nהתקנים הנדסיים מורכבים, מכשירי דימות רפואיכ- MRI �')]"
62,מדוע נדרש שילוב של מדעי הטבע וההנדסה בהנדסה ביורפואית?,[]
63,כיצד מתבטאת עבודה בצוותי מחקר רב-תחומיים בהנדסה ביורפואית?,"[Document(id='7815ac1e-8507-4b29-86df-a5e08844bea2', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�ל ממחלקות\nשונות בפקולטות להנדסה ולמדעי הטבע בתחום זה. פעילות זו מתבטאת הן בשיתוף הנחיית תלמידים\nלתיזה והן במחקרים משותפים הנפרשים על פני המגוון הרחב של טכנולוגיות האלקטרואופטיקה\nוהפוטוניקה .\nקורסי השלמה\nסטודנטים ללא לימודים בסיסיים באופטיקה נדרשים'), Document(id='f3bf404b-a470-484c-a0fd-690793a02a06', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content='בוא לרפואה קלינית.\n• התמחות רב-תחומית ייחודית בישום מתודולוגיות חישוביות לתחומי הרפואה השונים.\nהמסלול לתואר שני ברפואה חישובית הינו מחקרי ומחייב הגשת תזה. המסלול משותף לפקולטה להנדסה\nוהפקולטה למדעי הבריאות.\nבדרך כלל יהיה לתלמיד מנחה מהמחלקה להנדסת מערכות תו�')]"
64,מה תפקידה של שנת הפרויקט המסכמת בהנדסה ביורפואית?,[]
65,כיצד מסייעת התוכנית להבין מכשירי מדידה ודימות רפואיים?,[]
66,"אילו תחומי התמחות מוצעים בתכנית, כמו ביומכניקה או נוירו-הנדסה?","[Document(id='2cce989e-78c7-487b-a98d-0eacf9f44c66', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content='היה לתלמיד מנחה מהמחלקה להנדסת מערכות תוכנה ומידע, ומנחה נוסף מהפקולטה למדעי\nהרפואה.\nלמי מתאימה התכנית?\nלימודי המגמה מיועדים בעיקר לבוגרי תואר ראשון בהנדסת מערכות מידע, הנדסת תוכנה, מדעי המחשב או\nתכניות דומות, או לבוגרי תואר ראשון לפחות ברפואה, במ�'), Document(id='088ab291-2bed-4549-bcf5-d6a3e276e21d', metadata={'source': '374-2025.pdf', 'start_index': 35386}, page_content='Sc בהנדסה, בעיקר הנדסה אזרחית )כולל מהנדסי\nבנין(, הנדסת ביוטכנולוגיה, הנדסה כימית, הנדסת מכונות, הנדסה גרעינית, והנדסת חומרים, וכן\nבפני בוגרי תואר ראשון במדעי הטבע כגון: גיאולוגיה, כימיה ומדעי החיים. ייתכן ויידרשו השלמות\nבהתאם למיקוד אותו מבקש ה')]"
67,כיצד מושם דגש על מחקר בסיסי מול יישומי בהנדסה ביורפואית?,"[Document(id='12ad0220-30bf-4141-8d13-d0b7e1dc55de', metadata={'source': '367-2025.pdf', 'start_index': -1}, page_content='אר ראשון.\n2 הקורס ניתן בשפה האנגלית. נא לבדוק עם מרצה/ת הקורס בתחילת השנה .\n10\n אשכול ביומכניקה ורובוטיקה\nקורסים מקבוצה 1: מעבדה בביומכניקה, חוזק חומרים להנדסה ביורפואית, מעבר חום וחומר 1 ומבוא לרובוטיקה\nויישומים להנדסה ביורפואית .\nקורסים מקבוצה 2: מכניקה של �')]"
68,מדוע הכשרה בפיזיולוגיה אנושית רלוונטית למהנדס ביורפואי?,"[Document(id='5844d40f-65cf-439d-aba4-e31604e9f912', metadata={'source': '362-2025.pdf', 'start_index': 20832}, page_content=' יו""ר ועדת הוראה.\n15\n מסלול התמחות 8: הנדסת חומרים\nבמסלול זה יתמחה מהנדס המכונות בחומרים ובחירתם. הידע הנוסף בחומרים ישפר באופן משמעותי את\nיכולתו לתכנן פרקי מכונות ושימוש בחומרים מיוחדים כמו חומרים פלסטיים וקרמיים. מהנדס מכונות בוגר\nהמסלול יוכל להשתלב בכל')]"
69,כיצד מקדמת התכנית הבנה מעמיקה של כירורגיה רובוטית ואבחון מתקדם?,[]
70,מהו ייחודה של היחידה להנדסה גרעינית בארץ?,"[Document(id='83fcc181-285c-4b18-93fb-daf4139ebd98', metadata={'source': '362-2025.pdf', 'start_index': 21486}, page_content='דסים, מדענים וחוקרים לעיסוק\nבנושאי אנרגיה גרעינית, תכנות כוח ועוד. ניתן להמשיך בלימודים מתקדמים במסגרת לימודי מוסמכים\nבהנדסת מכונות או במסגרת המחלקה להנדסה גרעינית.\nיש לבחור את הקורסים: פיזיקה של כורים גרעיניים, חומרים גרעיניים ונזקי קרינה, תרמו-הידראו')]"
71,אילו יישומים רפואיים נכללים בתחום ההנדסה הגרעינית?,[]
72,אילו נושאי מחקר עיקריים נחקרים במסגרת היחידה להנדסה גרעינית?,[]
73,מדוע יש חשיבות לפיתוח שיטות אנליטיות וחישוביות בטרנספורט ניטרונים?,[]
74,כיצד היחידה משלבת מחקר בסיסי עם שיתופי פעולה בינלאומיים?,[]
75,מהן אפשרויות התעסוקה לבוגרי התואר בהנדסה גרעינית?,[]
76,כיצד מטפלת התכנית בהיבטי מיגון קרינה?,[]
77,מהו הדגש על שיטות מונטה קרלו בחישובי קרינה?,[]
78,כיצד מכינים הסטודנטים לעבודת מחקר בתואר השני והשלישי בהנדסה גרעינית?,[]
79,מדוע יש צורך במהנדסים גרעיניים בעלי ידע נרחב בפיזיקת חלקיקים?,[]
80,מהו תפקידו של מהנדס חומרים בתעשייה המודרנית?,[]
81,כיצד משפיעה בחירת חומרים נכונה על שלבי התכנון והייצור?,"[Document(id='f17d5b32-039d-4102-9dcc-a1cff2c5d33a', metadata={'source': '374-2025.pdf', 'start_index': -1}, page_content='�ת מבנים. חיזוי מחזור החיים\nשל רכיבי בניין, שיטות מימוש פרויקטים, ניהול הבנייה, חומרי בנייה מתקדמים ובנייה בת-קיימא.\nבעולם גוברת ההכרה כי לימודי הנדסה אזרחית וסביבתית הם חלקים ממכלול של מקצועות העוסקים בתכן,\nהקמה, הפעלה, בטיחות וקיימות של הסביבה הבנויה וכי ח')]"
82,אילו שתי מגמות עיקריות מוצעות במחלקה להנדסת חומרים?,[]
83,מהם עקרונות היסוד הנלמדים בשנים הראשונות ללימודי הנדסת חומרים?,[]
84,כיצד משלימים הסטודנטים את התמחותם במסלול חומרים אלקטרוניים?,[]
85,מה מהות פרויקט המהנדס הנערך בסוף התואר בהנדסת חומרים?,"[Document(id='2b151861-9fe7-4f9f-810a-947d6043445d', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='שון, מכתבי המלצה, והישגי המועמד בקורסי\nרלוונטים בתואר הראשון .\nבחוג מתקיימים 2 מסלולי לימוד: מסלול רגיל עם עבודת גמר ומסלול ללא עבודת גמר ) ""סמינר מסכם ""(.\nתחומי התמחות בתואר שני בהנדסת אלקטרואופטיקה\nהחוג להנדסת אלקטרואופטיקה ופוטוניקה מציע תכנית הלימודי�')]"
86,מדוע משולבים לימודי כימיה ופיזיקה בהכשרת מהנדסי חומרים?,[]
87,כיצד מתבטאת תכנית המצוינות לתואר כפול בפיסיקה והנדסת חומרים?,[]
88,מה המשמעות של בחירה במסלול הנדסת חומרים מבניים?,[]
89,כיצד יכול בוגר הנדסת חומרים לתרום לפיתוח תהליכים חדשניים?,[]
90,מהו אופיו של מהנדס כימי בתעשייה כיום?,"[Document(id='b9cad8c7-7855-4915-b410-0433ea411472', metadata={'source': '372-2025.pdf', 'start_index': 12106}, page_content='ארגון כדי לשלב ""בינה מלאכותית"" בהתנהלות של הארגון. הלימודים במגמה זו\nנועדה לענות על צרכי ארגונים רבים בתחום זה.\nמגמה זו פותחה במיוחד לתלמידי הנדסת מערכות מידע ותלווה במספר גדול של דוגמאות מעשיות\nבתחום לימודיהם. כידוע המוטיבציה של הסטודנטים להבין את המושג')]"
91,כיצד משלבים נושאי איכות סביבה ואנרגיה בתכנית להנדסה כימית?,[]
92,אילו תחומי התמחות מוצעים במסלול לניהול ויזמות בהנדסה כימית?,[]
93,"כיצד מתמודדת התכנית עם תחום אנרגיה, מים וטכנולוגיות מתקדמות?",[]
94,מדוע חשוב רקע בביוכימיה במסלול ביו-חומרים של הנדסה כימית?,[]
95,מהן אפשרויות המחקר במסלול בדגש למחקר בהנדסה כימית?,"[Document(id='14958da9-74d6-4fa0-a3a9-9465c24f3a4b', metadata={'source': '363-2025.pdf', 'start_index': -1}, page_content='�ומרים\nבוגרים רבים של המחלקה משתלבים בתעשיות הפארמה המזון ובמגוון נוסף של תעשיות, שבהן הם\nממלאים תפקידי פיתוח תהליכים של ביו-חומרים, המצריכים הבנה ביו-פיסיקאלית מעמיקה. המסלול\nיספק את הרקע המתאים לבוגרים אלו.\nמסלול בדגש למחקר\nמסלול זה יחשוף את הסטודנטים כבר ב')]"
96,כיצד נוצרת נקודת המפגש בין כימיה להנדסה כימית בנושא ננוטכנולוגיה?,[]
97,אילו קורסי ליבה עוסקים בתרמודינמיקה וריאקטורים כימיים?,"[Document(id='82213821-a68f-4868-a94e-75b56def0e12', metadata={'source': '361-2025.pdf', 'start_index': 15938}, page_content=',\nכגון מבוא להנדסת חשמל, מבוא למחשבים, מערכות לינאריות והתקנים אלקטרוניים. בנוסף לכך, התלמיד בתוכנית\nמתחיל להחשף לתכנים יותר אלגוריתמיים בקורס תכן רשתות: תורת הגרפים. מקצועות אלה מקנים לתלמיד את\nהכלים המתמטיים הדרושים לאנליזה ולסינטזה של המערכות השונות')]"
98,מהו משך הלימודים ומספר נקודות הזכות הנדרש לתואר בוגר בהנדסה כימית?,"[Document(id='ddb3cf80-cb80-49ad-81d4-726a948f1156', metadata={'source': '362-2025.pdf', 'start_index': 61463}, page_content='ורסים המרכיבים את המסלול לבקרה ומכטרוניקה בלימודים\nלקראת תואר ראשון במחלקה להנדסת מכונות באוניברסיטת בן-גוריון בנגב. לכל מועמד תקבע תוכנית השלמה\nבהתאם לרקע הקודם שלו. קורסי ההשלמה אינם מזכים את הסטודנטים בנק""ז לתואר שני.\nב. קורסי חובה\nאשכול 1 – כללי\n')]"
99,כיצד משתלבת חשיבה ירוקה בעיצוב מוצרים ותהליכים כימיים?,[]
100,מהו מקצוע הנדסת תעשייה וניהול וכיצד הוא מוגדר במסמך?,[]
101,מהם האתגרים המרכזיים שמולם ניצבים מהנדסי תעשייה וניהול בעולם המודרני?,"[Document(id='a83489a3-0caf-475d-b7d6-eb63af0a1c04', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content='�וע המוטיבציה של הסטודנטים להבין את המושגים התיאורטיים המופשטים\nמתחזקת מאד כאשר הם נחשפים ליישומים בתחום. המגמה נערכה בצורה כזו שתביא לאיזון בין שלושת\nההיבטים הבאים: שיטות חישוביות, טכנולוגיות מידע, והיבטי ניהול .\nבמסגרת פרויקט הגמר, הסטודנטים יתמודדו עם ב')]"
102,מהם הכישורים הנדרשים ממהנדס תעשייה וניהול לפי הטקסט?,"[Document(id='1cfbf866-2595-4684-af89-6f94b3582033', metadata={'source': '367-2025.pdf', 'start_index': 21054}, page_content='לווים) ולהגיש מכתב מהמנחה. אם למנחה המיועד יש\nהיכרות מעמיקה עם המועמד, מכתב זה יכול להיחשב כאחד ממכתבי ההמלצה הדרושים.\nתלמידים עם תואר ראשון בתחום שאינו הנדסה ביורפואית מוזמנים להגיש מועמדות אם מצאו מנחה מתאים.\nקבלה מתארים ראשונים שאינם מתחום ההנדסה דורשת')]"
103,מהו חזון המחלקה להנדסת תעשייה וניהול ויעדיה?,"[Document(id='3bf49e53-a5cd-4ec4-b620-4ce81496c058', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='� יידע\nמעמיק, תאורטי ומעשי, ייחודי ובין-תחומי. הידע הזה נמצא במלואו, ובהיבטים רבים, בבית הספר להנדסת\nחשמל ומחשבים באוניברסיטת בן-גוריון. אנו פותחים לימודי מיקוד במערכות מאובטחות במסגרת תואר\nשני בהנדסת חשמל ומחשבים, המיועדים להכשרת מומחים בנושא. ההכשרה תכלו'), Document(id='fcccf517-423b-42d3-9af7-7402f8f58e10', metadata={'source': '364-2025.pdf', 'start_index': 4508}, page_content='ונית\nוניהולית לביצוע פרויקטים בלוח זמנים ובתקציב מוגדרים ולהכשיר אחרים.\nהמחלקה להנדסת תעשייה וניהול מכשירה את תלמידיה לקשת רחבה של תפקידים וכיווני התפתחות מקצועיים, כולל:\nמהנדסי מוצר, מנתחי מערכות וקבלת החלטות, מנהלי מערכות מידע, מדעני נתונים ואנליס')]"
104,מה כוללות תכניות הלימוד במחלקה?,[]
105,מה מטרת המחלקה להנדסת תעשייה וניהול ביחס למקצועיות הסטודנטים?,[]
106,מה כולל מבנה לימודי התואר הראשון בהנדסת תעשייה וניהול?,"[Document(id='2f203f7c-6f62-4140-8989-e47ee4a0a41f', metadata={'source': '361-2025.pdf', 'start_index': 45337}, page_content='הנדסת חשמל ומחשבים .\n31\n תוכנית לימודים לתואר ראשון בהנדסת מערכות תקשורת\nמבנה תכנית הלימודים בהנדסת מערכות תקשורת\nתכנית הלימודים לתואר בוגר בהנדסת מערכות תקשורת מחייבת לימוד בהיקף של 162 נקודות זכות )נק""ז ( בקבוצות\nהמקצועות כדלקמן, אשר מורכביםמ - 156 נק""ז ב'), Document(id='2146ff26-d12d-4c66-9543-31f77190841b', metadata={'source': '364-2025.pdf', 'start_index': 5772}, page_content=' לתואר ראשון ).B.Sc( בהנדסת תעשייה וניהול מיועדת למועמדים בעלי רקע מתמטי,\nמדעי וטכנולוגי המתאימים ללימודי הנדסה. מבנה התוכנית מושתת על מספר רבדים :\n• קורסי התשתית המדעית מיועדים להקניית הבסיס המדעי הנדרש למהנדסי תעשייה וניהול, בתחומי ידע כגון\nהנדסה,')]"
107,מדוע מדגישים את הגמישות בבחירת קורסים וסדר הלימוד בתוכנית?,"[Document(id='1dddf0d5-f64e-4abf-98e0-1003141f08f3', metadata={'source': '383-2025.pdf', 'start_index': 6505}, page_content='ימוד ומטלות הלימודים עם גמישות מסוימת. במסגרת תוכנית הלימודים תשולב גם למידה מרחוק\nויכולת תקשורת בין אישית באופן רצוף. הלימודים יתקיימו במסגרת לוח השנה האקדמית.\nהלימודים מתקיימים במתכונת של כיתה המחייבת את הסטודנטים ללמוד את כל הקורסים בלוח\nזמנים קשיח. הקור')]"
108,מה הנפח הנקוב של נקודות זכות הנדרש להשלים לתואר?,"[Document(id='367623c4-1536-4a71-ad29-6c3c85fa4d92', metadata={'source': '361-2025.pdf', 'start_index': 129031}, page_content='בחירה של התואר הראשון, אך עליו להשלים\nאת חובות מסלולי ההתמחות השונים בתואר ראשון.\nהערה: במידה והיקף קורסי הבחירה בתואר ראשון נמוךמ–12 נק""ז, ניתן להגיש בקשה לועדת\nהוראה לתואר ראשון לפטור מקורסי חובת מסלול עד להיקף 12 נק""ז )יובהר כי אישור הפטור\nבמקרה כזה כפוף לשיקול דע'), Document(id='0d574079-8ca3-4936-ba9c-94162bc7112e', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='� רגיל\nלתואר ראשון, בתנאי שטרם השלים את הדרישות המאפשרות לו להיות זכאי לתואר ראשון\nבמסגרת תוכנית מית""ר להנדסה. במקרה זה יתקיימו הכללים הבאים:\n1. הנקודות שנצברו לתואר שני יוכרו כקורסי בחירה לתואר ראשון.\n2. חייב להשלים את סך הנק""ז כהנדרש כמקובל בתואר ראשון.\n118\n 3. ע')]"
109,מהם סוגי הקורסים העיקריים בלימודי התואר הראשון לפי הטבלה?,[]
